(139.0; 65.0)
(140.0; 65.0)
(141.0; 62.0)
(142.0; 58.0)
(143.0; 58.0)
(144.0; 63.0)
(145.0; 62.0)
(146.0; 66.0)
(147.0; 67.0)
(148.0; 66.0)
(149.0; 66.0)
(150.0; 65.0)
(151.0; 63.0)
(152.0; 64.0)
(153.0; 64.0)
(154.0; 68.0)
(155.0; 71.0)
(156.0; 65.0)
(157.0; 70.0)
(158.0; 67.0)
(159.0; 68.0)
(160.0; 69.0)
(161.0; 68.0)
(162.0; 71.0)
(163.0; 69.0)
(164.0; 70.0)
(165.0; 68.0)
(166.0; 69.0)
(167.0; 71.0)
(168.0; 71.0)
(169.0; 72.0)
(170.0; 66.0)
(171.0; 71.0)
(172.0; 65.0)
(173.0; 65.0)
(174.0; 61.0)
(175.0; 60.0)
(176.0; 55.0)
(177.0; 53.0)
(178.0; 57.0)
(179.0; 53.0)
(180.0; 52.0)
(181.0; 53.0)
(182.0; 45.0)
(183.0; 42.0)
(184.0; 46.0)
(185.0; 47.0)
(186.0; 37.0)
(187.0; 46.0)
(188.0; 48.0)
(189.0; 58.0)
(190.0; 76.0)
(191.0; 89.0)
(192.0; 94.0)
(193.0; 96.0)
(194.0; 97.0)
(195.0; 97.0)
(196.0; 99.0)
(197.0; 99.0)
(198.0; 99.0)
(199.0; 99.0)
(200.0; 99.0)
(201.0; 99.0)
(202.0; 99.0)
(203.0; 99.0)
(204.0; 99.0)
(205.0; 99.0)
(206.0; 99.0)
(207.0; 99.0)
(208.0; 99.0)
(209.0; 99.0)
(210.0; 99.0)
(211.0; 99.0)
(212.0; 99.0)
(213.0; 99.0)
(214.0; 99.0)
(215.0; 99.0)
(216.0; 99.0)
(217.0; 99.0)
(218.0; 99.0)
(219.0; 99.0)
(220.0; 99.0)
(221.0; 99.0)
(222.0; 99.0)
(223.0; 99.0)
(224.0; 99.0)
(225.0; 99.0)
(226.0; 99.0)
(227.0; 99.0)
(228.0; 99.0)
(229.0; 99.0)
(230.0; 99.0)
(231.0; 99.0)
(232.0; 99.0)
(233.0; 99.0)
(234.0; 99.0)
(235.0; 99.0)
(236.0; 99.0)
(237.0; 99.0)
(238.0; 99.0)
(239.0; 99.0)
(240.0; 99.0)
(241.0; 99.0)
(242.0; 99.0)
(243.0; 99.0)
(244.0; 99.0)
(245.0; 99.0)
(246.0; 99.0)
(247.0; 99.0)
(248.0; 99.0)
(249.0; 99.0)
(250.0; 99.0)
(251.0; 99.0)
(252.0; 99.0)
(253.0; 99.0)
(254.0; 99.0)
